caste,subcaste,source
Andamanese,"['Chariar', 'Chari', 'Kora', 'Tabo', 'Bo', 'Yere', 'Kede', 'Bea', 'Balawa', 'Bojigiyab', 'Juwai', 'Kol']",gov
Jarawas,[],gov
Nicobarese,[],gov
Onges,[],gov
Sentinelese,[],gov
Shom Pens,[],gov
Andh,[],gov
Bagata,[],gov
Chenchu,['Chenchwar'],gov
Gadabas,[],gov
Goudu,[],gov
Jatapus,[],gov
Kammara,"['Kamara', 'Kamar', 'Kammaro', 'Muli', 'Lohuru', 'Loharo', 'Astolohi Kamar']",gov
Kattunayakan,[],gov
Konda Dhoras,[],gov
Konda Kapus,[],gov
Konda Reddis,[],gov
Kondhs,"['Kodi', 'Kodhu', 'Desaya Kondhs', 'Dongria Kondhs', 'Kuttiya Kondhs', 'Tikiria Kondhs', 'Yenity Kondhs']",gov
Kotia,"['Bentho Oriya', 'Bartika', 'Dhulia', 'Dulia', 'Holva', 'Paiko', 'Putiya', 'Sanrona', 'Sidhopaiko']",gov
Koya,"['Goud', 'Rajah', 'Rasha Koya', 'Lingadhari Koya (ordinary)', 'Kottu Koya', 'Bhine Koya', 'Rajkoya']",gov
Kulia,[],gov
Manna Dhora,[],gov
Mukha Dhora,['Nooka Dhora'],gov
Porja,['Parangiperja'],gov
Reddi Dhoras,[],gov
Rona,['Rena'],gov
Savaras,"['Kapu Savaras', 'Maliya Savaras', 'Khutto Savaras']",gov
Thoti,[],gov
Yenadis,[],gov
Yerukulas,[],gov
Abor,[],gov
Aka,[],gov
Apatani,[],gov
Dafla,[],gov
Galong,[],gov
Khampti,[],gov
Khowa,[],gov
Mishmi,[],gov
Momba,[],gov
Sherdukpen,[],gov
Singpho,[],gov
Barmans,[],gov
Deori,[],gov
Hojai,[],gov
Lalung,[],gov
Mech,[],gov
Miri,[],gov
Bodo,[],gov
Chakma,[],gov
Dimasa,['Kachari'],gov
Garo,"['Garura', 'Gurda', 'Garoda']",gov
Hajong,[],gov
Hmar,[],gov
Khasi,"['Jaintia', 'Synteng', 'Pnar', 'War', 'Bhoi', 'Lyngngam']",gov
Lakher,[],gov
Man,[],gov
Pawi,[],gov
Syntheng,[],gov
Asur,[],gov
Baiga,[],gov
Bathudi,[],gov
Bedia,['Bejia'],gov
Bhumij,['Bumij'],gov
Binjhia,['Binjhoa'],gov
Birhor,[],gov
Birjia,[],gov
Chero,[],gov
Chick Baraik,[],gov
Gorait,['Korait'],gov
Ho,[],gov
Karmali,[],gov
Kharia,['Kharian'],gov
Kisan,[],gov
Kora,[],gov
Munda,"['Munda Lohara', 'Munda Mahalis']",gov
Parhaiya,[],gov
Sauria Paharia,[],gov
Savar,[],gov
Agariya,[],gov
Bhaina,[],gov
Bhattra,[],gov
Bhil Mina,[],gov
Bhunjia,[],gov
Biar,['Biyar'],gov
Binjhwar,[],gov
Birhul,['Birhor'],gov
Damor,['Damaria'],gov
Dhanwar,[],gov
Gadaba,['Gadba'],gov
Kamar,"['Lohar', 'Karmkar', 'Visvakarma']",gov
Karku,[],gov
Kawar,"['Kanwar', 'Kaur', 'Cherwa', 'Rathia', 'Tanwar', 'Chattri']",gov
Khairwar,['Kondar'],gov
Kol,[],gov
Majhi,[],gov
Majhwar,[],gov
Mawasi,[],gov
Nagesia,['Nagasia'],gov
Pao,[],gov
Parja,[],gov
Sahariya,"['Saharia', 'Seharia', 'Sehria', 'Sosia', 'Sor']",gov
Saonta,['Saunta'],gov
Saur,[],gov
Sonr,[],gov
Dhodia,[],gov
Kathodi,"['Katkari', 'Dhor Kathodi', 'Dhor Katkari', 'Son Kathodi', 'Son Katkari']",gov
Kokna,"['Kokni', 'Kukna']",gov
Varli,[],gov
Gawda,[],gov
Velip,[],gov
Bavacha,['Bamcha'],gov
Bharwad,[],gov
Chaudhri,[],gov
Dhanka,"['Tadvi', 'Tetaria', 'Valvi']",gov
Gamit,"['Gamta', 'Gavit', 'Mavchi', 'Padvi']",gov
Padhar,[],gov
Patelia,[],gov
Pomla,[],gov
Rathawa,[],gov
Vaghri,[],gov
Vitola,"['Kotwalia', 'Barodia']",gov
Bhot,['Bodh'],gov
Gaddi,['Ghosi'],gov
Jad,"['Lamba', 'Khampa']",gov
Kanaura,['Kinnara'],gov
Lahaula,[],gov
Pangwala,[],gov
Swangla,[],gov
Bakarwal,[],gov
Balti,[],gov
Beda,['Budga'],gov
Bot,['Boto'],gov
Brokpa,"['Drokpa', 'Dard', 'Shin']",gov
Changpa,[],gov
Garra,[],gov
Mon,[],gov
Purigpa,[],gov
Sippi,[],gov
Pahadi,[],gov
Khond,"['Kond', 'Kandha', 'Nanguli Kandha', 'Sitha Kandha']",gov
Adiyan,[],gov
Gowdalu,[],gov
Hakkipikki,[],gov
Hasalaru,[],gov
Irular,[],gov
Iruliga,[],gov
Jenu Kuruba,[],gov
Kadu Kuruba,[],gov
Koraga,[],gov
Kudiya,['Melakudi'],gov
Kurumans,[],gov
Maha Malasar,[],gov
Malaikudi,[],gov
Malayekandi,[],gov
Maleru,[],gov
Marati,[],gov
Palliyan,[],gov
Paniyan,[],gov
Sholaga,[],gov
Soligaru,[],gov
Toda,[],gov
Yerava,[],gov
Arandan,[],gov
Eravallan,[],gov
Hill Pulaya,[],gov
Irulan,[],gov
Kadar,[],gov
Kanikaran,['Kanikkar'],gov
Kochu Velan,[],gov
Kondareddis,[],gov
Kurichchan,[],gov
Kurumbas,[],gov
Malai Arayan,[],gov
Malai Pandaram,[],gov
Malai Vedan,[],gov
Malakkuravan,[],gov
Malasar,[],gov
Malayan,['Malayar'],gov
Malayarayar,[],gov
Palleyan,[],gov
Palliyar,[],gov
Ulladan,[],gov
Uraly,[],gov
Keer,[],gov
Panika,['Panka'],gov
Malhar Koli,[],gov
Aimol,[],gov
Anal,[],gov
Angami,[],gov
Chiru,[],gov
Chothe,[],gov
Gangte,[],gov
Kabui,[],gov
Kacha Naga,[],gov
Koirao,[],gov
Koireng,[],gov
Kom,[],gov
Lamgang,[],gov
Mao,[],gov
Maram,[],gov
Maring,[],gov
Monsang,[],gov
Moyon,[],gov
Paite,[],gov
Purum,[],gov
Ralte,[],gov
Sema,[],gov
Simte,[],gov
Suhte,[],gov
Tangkhul,[],gov
Thadou,[],gov
Vaiphui,[],gov
Zou,[],gov
Boro Kacharis,[],gov
Koch,[],gov
Mikir,[],gov
Raba,['Rava'],gov
Synteng,[],gov
Tripuri,[],gov
Riang,[],gov
Kuki,[],gov
Naga,[],gov
Bhottada,['Dhotada'],gov
Bhuiya,['Bhuyan'],gov
Bhumia,[],gov
Binjhal,[],gov
Bondo Poraja,[],gov
Dal,[],gov
Desua Bhumij,[],gov
Dharua,[],gov
Didayi,[],gov
Gandia,[],gov
Ghara,[],gov
Holva,[],gov
Jatapu,[],gov
Juang,[],gov
Kandha Gauda,[],gov
Kolha,[],gov
Kondadora,[],gov
Korua,[],gov
Kulis,[],gov
Lodha,[],gov
Madia,[],gov
Mahali,[],gov
Mankidi,[],gov
Mankirdia,[],gov
Matya,[],gov
Mirdhas,[],gov
Mundari,[],gov
Omanatya,[],gov
Parenga,[],gov
Paroja,[],gov
Pentia,[],gov
Rajuar,[],gov
Saora,"['Savar', 'Saura', 'Sahara']",gov
Shabar,['Lodha'],gov
Sounti,[],gov
Tharua,[],gov
Garasia,[],gov
Seharia,"['Sehria', 'Sahariya']",gov
Bhutia,"['Chumbipa', 'Dopthapa', 'Dukpa', 'Kagatey', 'Sherpa', 'Tibetan', 'Tromopa', 'Yolmo']",gov
Anamuk,[],gov
Aray Mala,[],gov
Arundhatiya,[],gov
Arwa Mala,[],gov
Bariki,[],gov
Bavuri,[],gov
Bindla,[],gov
Byagara,[],gov
Chachati,[],gov
Chandala,[],gov
Dakkal,['Dokkalwar'],gov
Dandasi,[],gov
Ellamalawar,['Yellammalawandlu'],gov
Godagali,['Godagula'],gov
Godari,[],gov
Gosangi,[],gov
Holeya,[],gov
Holeya Dasari,[],gov
Jaggali,[],gov
Jambuvulu,[],gov
Kolupulavandlu,"['Pambada', 'Pambanda', 'Pambala']",gov
Madasi Kuruva,['Madari Kuruva'],gov
Madiga Dasu,['Mashteen'],gov
Mala Dasari,[],gov
Mala Dasu,[],gov
Mala Hannai,[],gov
Mala Masti,[],gov
Mala Sale,['Netkani'],gov
Mala Sanyasi,[],gov
Malajangam,[],gov
Mang Garodi,['Mang Garudi'],gov
Manne,[],gov
Mashti,[],gov
Matangi,[],gov
Mitha Ayyalvar,[],gov
Mundala,[],gov
Paky,"['Moti', 'Thoti']",gov
Pamidi,[],gov
Panchama,['Pariah'],gov
Samagara,[],gov
Samban,[],gov
Sindhollu,['Chindollu'],gov
Yatala,[],gov
Bansphor,['Bansphod'],gov
Bhuinmali,['Mali'],gov
Brittial Bania,['Bania'],gov
Dhupi,['Dhobi'],gov
Dugla,['Dholi'],gov
Hira,[],gov
Jalkeot,[],gov
Jhalo,"['Malo', 'Jhalo-Malo']",gov
Lalbegi,[],gov
Mahara,[],gov
Muchi,['Rishi'],gov
Patni,[],gov
Sutradhar,[],gov
Bantar,[],gov
Bauri,"['Buna Bauri', 'Dasia Bauri']",gov
Bhogta,[],gov
Chaupal,[],gov
Dabgar,[],gov
Halalkhor,"['Hela', 'Lalbegi']",gov
Kanjar,['Giarah'],gov
Kurariar,[],gov
Musahar,[],gov
Nat,"['Kalbelia', 'Sapera', 'Navdigar', 'Kubutar']",gov
Pan,"['Sawasi', 'Panr']",gov
Balmiki,"['Chura', 'Bhangi']",gov
Bangali,[],gov
Barar,"['Burar', 'Berar']",gov
Batwal,['Barwala'],gov
Barwala,[],gov
Bauria,['Bawaria'],gov
Bazigar,[],gov
Chanal,[],gov
Dagi,[],gov
Darain,[],gov
Dhogri,"['Dhangri', 'Siggi']",gov
Dumna,['Gagra'],gov
Gandhila,['Gandil Gondola'],gov
Kabirpanthi,['Julaha'],gov
Marija,['Marecha'],gov
Megh,['Kabirpanthi'],gov
Od,[],gov
Perna,[],gov
Pherera,[],gov
Sanhai,[],gov
Sanhal,[],gov
Sansi,"['Bhedkut', 'Manesh']",gov
Sansoi,[],gov
Sapela,[],gov
Sarera,[],gov
Sikligar,['Bariya'],gov
Sirkiband,[],gov
Audhelia,[],gov
Bagri,['Bagdi'],gov
Bahna,['Bahana'],gov
Balahi,['Balai'],gov
Banchada,[],gov
Barahar,['Basod'],gov
Bargunda,[],gov
Basor,"['Burud', 'Bansor', 'Bansodi', 'Bansphor', 'Basar']",gov
Bhanumati,[],gov
Chadar,[],gov
Chidar,[],gov
Chikwa,['Chikvi'],gov
Chitar,[],gov
Dahait,"['Dahayat', 'Dahat']",gov
Dhed,['Dher'],gov
Dohor,[],gov
Holiya,[],gov
Katia,['Patharia'],gov
Khangar,"['Kanera', 'Mirdha']",gov
Kuchbandhia,[],gov
Moghia,[],gov
Muskhan,[],gov
Rujjhar,[],gov
Sansia,[],gov
Zamral,[],gov
Mahayavanshi,[],gov
Mahyavanshi,['Vankar'],gov
Agria,[],gov
Bawaria,[],gov
Chohra,[],gov
Chuhra,[],gov
Gharrami,[],gov
Kachhandha,[],gov
Madari,['Bazigar'],gov
Naribut,[],gov
Singiwala,['Kalbelia'],gov
Ager,[],gov
Bakad,['Bant'],gov
Bawa-Dedh,['Dedh-Sadhu'],gov
Bhambi,"['Bhambhi', 'Asadaru', 'Asodi', 'Chamadia', 'Chamar', 'Chamar-Ravidas', 'Chambhar', 'Chamgar', 'Haralayya', 'Harali', 'Khalpa', 'Machigar', 'Mochigar', 'Madar', 'Madig', 'Mochi', 'Nalia', 'Telugu Mochi', 'Kamati Mochi', 'Ranigar', 'Rohidas', 'Rohit', 'Samgar']",gov
Chalvadi,['Channayya'],gov
Chenna Dasar,['Holaya Dasar'],gov
Dangashia,[],gov
Garmatang,[],gov
Garoda,['Garo'],gov
Halleer,[],gov
Halsar,"['Haslar', 'Hulasvar', 'Halasvar']",gov
Holaya,['Holer'],gov
Kotwal,[],gov
Lingader,[],gov
Mang-Garudi,[],gov
Meghval,"['Meghwal', 'Menghvar']",gov
Mukri,['Mukeri'],gov
Nadia,['Hadi'],gov
Senva,"['Shenva', 'Chenva', 'Sedma', 'Rawat']",gov
Shemalia,[],gov
Tirgar,['Tirbanda'],gov
Bandhela,[],gov
Bansi,[],gov
Barad,[],gov
Bhanjra,['Bhanjre'],gov
Chhimbe,['Dhobi'],gov
Darai,['Daryai'],gov
Daule,['Daole'],gov
Dhaki,['Toori'],gov
Dhaogri,['Dhuai'],gov
Doomna,"['Dumna', 'Dumne']",gov
Hali,[],gov
Hesi,[],gov
Kamoh,['Dagoli'],gov
Karoack,[],gov
Phrera,['Pherera'],gov
Rehar,['Rehara'],gov
Sarde,"['Sarera', 'Sarare', 'Siryare', 'Sarehde']",gov
Sipi,[],gov
Thathiar,['Thathera'],gov
Chura,"['Bhangi', 'Balmiki', 'Mehtar']",gov
Dhyar,[],gov
Doom,['Dumne'],gov
Gardi,[],gov
Jolaha,[],gov
Ratal,[],gov
Saryara,[],gov
Watal,[],gov
Adiya,[],gov
Ajila,[],gov
Baira,[],gov
Bakuda,[],gov
Balagai,[],gov
Bandi,[],gov
Bathada,[],gov
Beda Jangam,['Budga Jangam'],gov
Bellara,[],gov
Chakkiliyan,[],gov
Dakkaliga,[],gov
Ellamalwar,['Yellammalawandlu'],gov
Ganti Chores,[],gov
Godda,[],gov
Handi Jogis,[],gov
Hasla,[],gov
Kovida,[],gov
Kalladi,[],gov
Kepmaris,[],gov
Kolupulvandlu,[],gov
Koosa,[],gov
Kotegar,['Metri'],gov
Kudumban,[],gov
Machala,[],gov
Maila,[],gov
Mala Jangam,[],gov
Mang Garudi,['Mang Garodi'],gov
Masthi,[],gov
Mavilan,[],gov
Moger,[],gov
Nalakeyava,[],gov
Nalkadaya,[],gov
Nayadi,[],gov
Pale,[],gov
Pallan,[],gov
Pambada,[],gov
Panniandi,[],gov
Raneyar,[],gov
Sapari,[],gov
Sudugadu Siddha,[],gov
Ayyanavar,[],gov
Bharathar,['Paravan'],gov
Cheruman,[],gov
Domban,[],gov
Kadaiyan,[],gov
Kanakkan,"['Padanna', 'Padannan']",gov
Kootan,['Koodan'],gov
Nerian,[],gov
Palluvan,[],gov
Puthirai Vannan,[],gov
Semman,"['Chemman', 'Chemmar']",gov
Vallon,[],gov
Vetan,[],gov
Mang,"['Mang Garodi', 'Mang Garudi', 'Dankhani Mang', 'Mang Mahasi', 'Madari', 'Garudi', 'Radhe Mang']",gov
Bedar,[],gov
Kaikadi,"['Dhontle', 'Korva', 'Makadwale or Kochi Korva', 'Pamlor', 'Korvi']",gov
Madgi,[],gov
Shenva,"['Chenva', 'Sedma', 'Ravat']",gov
Lois,[],gov
Yaithibi,[],gov
Amant,"['Amat', 'Dandachhatra Majhi']",gov
Badaik,[],gov
Bagheti,['Baghuti'],gov
Bajikar,[],gov
Bauti,[],gov
Bhata,[],gov
Bhoi,[],gov
Chandhai Maru,[],gov
Dosadha,[],gov
Ghantarghada,['Ghantra'],gov
Ghogia,[],gov
Ghusuria,[],gov
Godra,[],gov
Gokha,[],gov
Haddi,"['Hadi', 'Hari']",gov
Irika,[],gov
Kandra,"['Kandara', 'Kadama', 'Kuduma', 'Kodma', 'Kodama']",gov
Karua,[],gov
Kela,"['Sapua Kela', 'Nalua Kela', 'Sabakhia Kela', 'Matia Kela']",gov
Khadala,[],gov
Kodalo,['Khodalo'],gov
Kurunga,[],gov
Laban,[],gov
Laheri,[],gov
Mahuria,[],gov
Mangali,[],gov
Mangan,[],gov
Mehra,['Mahar'],gov
Mewar,[],gov
Mirgan,[],gov
Mundapotta,[],gov
Nagarchi,[],gov
Paidi,[],gov
Painda,[],gov
Panka,[],gov
Pantanti,[],gov
Pap,[],gov
Patial,"['Patikar', 'Patratanti', 'Patua']",gov
Rajna,[],gov
Sabakhia,[],gov
Samasi,[],gov
Sanei,[],gov
Sauntia,['Santia'],gov
Sidhria,[],gov
Sinduria,[],gov
Tamadia,[],gov
Tamudia,[],gov
Tanla,[],gov
Ujia,[],gov
Vettiyan,[],gov
Mahatam,['Rai Sikh'],gov
Aheri,[],gov
Badi,"['Damai', 'Gainay', 'Kami and Sarki']",gov
Bajgar,[],gov
Baori,[],gov
Bargi,"['Vargi', 'Birgi']",gov
Bidakia,[],gov
Bola,[],gov
Chandal,[],gov
Dhankia,[],gov
Dholi,[],gov
Dome,['Dom'],gov
Garancha,['Gancha'],gov
Gavaria,[],gov
Godhi,[],gov
Kalbelia,['Sapera'],gov
Kamad,['Kamadia'],gov
Kapadia Sansi,[],gov
Kooch Band,['Kuchband'],gov
Mehar,[],gov
Salvi,[],gov
Santia,['Satia'],gov
Sarbhangi,[],gov
Local Borns,[],gov
Bhatus,[],gov
Moplas,[],gov
Balasanthu,['Bahurupi'],gov
Bandara,[],gov
Budabukkala,[],gov
Dasari,['Dasaru'],gov
Dommara,[],gov
Gangiredlavaru,[],gov
Katipapala,[],gov
Mondivaru Mondibanda Banda,[],gov
Vamsharaj,['Pitchiguntala'],gov
Pamula,[],gov
Dammali/Dammala,"['Devaravandlu', 'Yellammavandlu', 'Mutyalammavandlu']",gov
Veeramushti,['Veerabhadreeya'],gov
Valmiki Boya,"['Boya', 'Bedar', 'Kirataka', 'Nishadi', 'Yellapi', 'Pedda Boya', 'Talayari and Chunduvallu']",gov
Gudala,[],gov
Kanjara-Bhatta,[],gov
Kinthala Kalinga,"['Buragana Kalinga', 'Buragam Kalinga', 'Pandiri Kalinga', 'Kalinga']",gov
Kepmare or Reddika,[],gov
Mondepatta Mondipatta,[],gov
Nokkar,[],gov
Pariki Muggula,[],gov
Yata,[],gov
Chopemari,[],gov
Joshinandiwala,[],gov
Odde,"['Oddilu', 'Vaddi', 'Vaddelu', 'Vaddera', 'Waddera']",gov
Mandula,[],gov
Kunapuli,[],gov
Aryakshatriya,"['Chittari', 'Giniyar', 'Chitrakara', 'Nakhas']",gov
Karikalabhakthulu,['Kaikolan'],gov
Karnabhakthulu,[],gov
Nagavaddilu,[],gov
Patkar,['Khatri'],gov
Agaru,[],gov
Atagara,[],gov
Chippolu,['Mera'],gov
Godaba,[],gov
Hatkar,[],gov
Jakkala,[],gov
Kachi,"['Kachhi', 'Kachhia']",gov
Krishnabhalija,"['Dasari', 'Bukka']",gov
Mathura,[],gov
Rangarez,['Bhavasara Kshatriya'],gov
Satani,['Chattadasrivaishnava'],gov
Pala-Ekari,[],gov
Pondara,[],gov
Kurakula,[],gov
Sarollu,[],gov
Atirasa,[],gov
Sikligar/Saikilgar,[],gov
Samanthula/Samantha,[],gov
Chutia,['Chutiya'],gov
Choudang,[],gov
Kupadhar,"['Kushiari', 'Parh']",gov
Moran,['Matak'],gov
Mukhi,[],gov
Sudra Das,['Dey'],gov
Saloi,[],gov
Sut,['Soot'],gov
Tantripal,"['Tanti', 'Tantri']",gov
Bhattus,[],gov
Bhokta,[],gov
Bowri,[],gov
Bhuyan,[],gov
Bharaik,[],gov
Bhatta,[],gov
Baijara,[],gov
Bondo,[],gov
Binjia,[],gov
Birhar,[],gov
Beddi,[],gov
Chere,[],gov
Chick Banik,[],gov
Dandari,[],gov
Gonda,[],gov
Ghansi,[],gov
Ghatowar,[],gov
Holra,[],gov
Khonyor,[],gov
Kalahandi,[],gov
Kalihandi,[],gov
Kherwar,[],gov
Khodal,[],gov
Kondpan,[],gov
Kohor,[],gov
Kormakar,[],gov
Kashan,[],gov
Lahar,[],gov
Mohali,[],gov
Malpatharia,[],gov
Manki,[],gov
Majwar,[],gov
Mirdhar,[],gov
Nagasia,[],gov
Nagbansi,[],gov
Patratanti,[],gov
Pradhan,[],gov
Sahora,[],gov
Sarvera,[],gov
Telenga,[],gov
Tassa,[],gov
Tantubai,[],gov
Yogi,"['Jogi', 'Jugi Nath']",gov
Maria,[],gov
Abdal,[],gov
Aghori,['Karkarmunda'],gov
Amaat,[],gov
Kasab,['Kasai'],gov
Kalandar,[],gov
Kaura,[],gov
Kochh,[],gov
Korku,"['Bopchi', 'Mouasi', 'Nihar', 'Nahul', 'Bondhi', 'Bondeya']",gov
Kagzi,[],gov
Kapadia,[],gov
Kosta,['Koshta'],gov
Khatwa,[],gov
Khatwe,[],gov
Khadwar,[],gov
Khetauri,['Khatauri'],gov
Khelta,[],gov
Godi,['Chhava'],gov
Gandarbh,['Gandharb'],gov
Gorh,['Gonrh'],gov
Gulgaliya,[],gov
Ghatwar,[],gov
Chain,['Chayeen'],gov
Chapota,[],gov
Chandrabanshi,[],gov
Tikulhar,[],gov
Devhar,[],gov
Dhamin,[],gov
Naiya,[],gov
Pandi,[],gov
Pinganiya,[],gov
Parya,[],gov
Pahira,[],gov
Bhar,['Rajbhar'],gov
Bhaskar,[],gov
Malar,['Malhar'],gov
Mangar,['Magar'],gov
Markande,[],gov
Maulik,[],gov
Madar,[],gov
Mauriaro,['Mauriara'],gov
Rajdhobi,[],gov
Rajbanshi,"['Risiya', 'Poliya']",gov
Rangwa,[],gov
Rauttiya,[],gov
Shivhari,[],gov
Sauta,['Sota'],gov
Sangatrash,[],gov
Kulahia,[],gov
Shershahbadi,[],gov
Sukiyar,[],gov
Adrakhi,[],gov
Soyar,[],gov
Chhipi,['Chhipe'],gov
Barra,['Berrer'],gov
Barwar,[],gov
Batera/ Battera,[],gov
Beta,['Hensi/ Hansi or Hasi'],gov
Chang,['Chahang'],gov
Chirimar/ Chrimar,[],gov
Daiya,[],gov
Dakaut/ Dahakaut,[],gov
Dhosali,"['Dosali', 'Bhosali']",gov
Faquir,[],gov
Ghasiara,"['Ghosi', 'Ghani/ Ghazi', 'Goasiara or Ghosia']",gov
Ghirath,['Ghidath'],gov
Gwaria,['Gauria or Gwar'],gov
Hajjam/Hazam,"['Nai', 'Nais']",gov
Jhangra-Brahman/ Jhangara-Brahman,['Khati'],gov
Khanghera,[],gov
Kuchband,[],gov
Lakhera,"['Manihar', 'Kanihar']",gov
Mirasi,['Dhadi'],gov
Nar,[],gov
Noongar,[],gov
Pinja,"['Penja', 'Pemja']",gov
Rechband,[],gov
Shorgir,[],gov
Singhikant,"['Singiwala/ Singhiwala', 'Singhikar', 'Singhwal']",gov
Ghedia Koli,[],gov
Gola Rana,[],gov
Kambadia Bhagat,[],gov
Kangasia,[],gov
Khant,[],gov
Kharwa-Bhadela,[],gov
Makrani,['Muslim'],gov
Matwa,"['Matwa-Kureshi', 'Gavli']",gov
Me,['Meta'],gov
Mena,['Bhil'],gov
Mer,"['Mehrat-Kathat', 'Mehrat-Ghodat', 'Cheeta']",gov
Miyana,['Miana'],gov
Jansali,"['Sivania', 'Myangar', 'Jingar', 'Dasania', 'Chamadia', 'Bharatbhara', 'Chandlia', 'Sonari', 'Aaribharatbhara', 'Mochi']",gov
Pinjara Ganchi,[],gov
Rathodia,[],gov
Raval-Ravalia Jati,['Raval Yogi Rawal Jati Jagaria'],gov
Salat,[],gov
Shrawan,['Sarwan'],gov
Shikligar,[],gov
Sipai,"['Patni Jamat', 'Turk Jamat']",gov
Tankar,[],gov
Targala Bhavaiya,['Nayak Bhojak'],gov
Theba,['Muslim'],gov
Vadi,[],gov
Vankar-Sadhu,[],gov
Vansfoda,['Vansfodia or Vanza'],gov
Vanzara / Kangsiwala,['Vanza'],gov
Vaghri- Gamicho,"['Vedu Churalia', 'Jhakudia']",gov
Wagher,[],gov
Wandhara,[],gov
Pakhali,[],gov
Vanza,['Darji'],gov
Mistri,['Suthar'],gov
Kachhia,"['Kachhi-Kushwaha', 'Maurya-Koiri']",gov
Kathi,[],gov
Bhadbhunja,"['Bhurjawa', 'Bhurji', 'Bharadbhunga', 'Bhuranji', 'Bhunj', 'Bhujwa']",gov
Chhipa,[],gov
Jagri,[],gov
Khavas,[],gov
Arab,['Muslim'],gov
Nizama,['Hindu'],gov
Sumra,['Muslim'],gov
Beta Hensi,['Hesi'],gov
Bagria,['Bagaria'],gov
Baragi / Bairagi,[],gov
Battera,[],gov
Bhat Bhatra Darpi Ramiya,[],gov
Dakaut,"['Deshantri', 'Rangasami']",gov
Dhosali Dosali,[],gov
Gorkha,[],gov
Joginath,"['Jogi', 'Nath', 'Jangam-Jogi', 'Yogi']",gov
Pinja Penja,[],gov
Shorgir or Shergir,[],gov
Singlikant,['Singikant Singiwala'],gov
Sunar,"['Zaragar', 'Soni']",gov
Thathera,[],gov
Weaver,['Julaha'],gov
Mina,['Meena'],gov
Bhattu/Chatttu,[],gov
Badi/ Baddon,[],gov
Rahabari,[],gov
Lodh,"['Lodha', 'Lodhi']",gov
Gramini,[],gov
Aheri / Ahori Heri Naik Thori Turi,[],gov
Ard Pop,['Popo Brahman'],gov
Bahti,[],gov
Bata,['Hensi or Hesi'],gov
Batehda,[],gov
Dhimer,"['Dhimar', 'Dhiwar']",gov
Dhosali Dosal,[],gov
Ghai,[],gov
Gawaria Gauria Gwar,[],gov
Dhinwar or Jhinwar,"['Jheewar', 'Jhiwar', 'Jheur', 'Jheer']",gov
Keshap Rajput,[],gov
Kahar,"['Tanwar', 'Singhariya']",gov
Kangehra,[],gov
Kanjar Kanchan,[],gov
Thawin,[],gov
Tarkhan,"['Badhai', 'Ramgarhi', 'Dhiman', 'Vishwakarma']",gov
Pumba,[],gov
Hadi,[],gov
Bahach Hanjie / Shikara Wallas,[],gov
Bangi,['Bhangi'],gov
Barbers,[],gov
Dambali Faqir,[],gov
Fishermen,[],gov
Grati,[],gov
Jheewar,[],gov
Kulfaqir,[],gov
Shaksaz,[],gov
Shoe-repairers,[],gov
Shupri Wattal,[],gov
Village Washermen,[],gov
Sheer-Gojries,[],gov
Late,[],gov
Kunai,[],gov
Pushpanamit,[],gov
Jhora,[],gov
Bailapatar Bailpatar Bilapatar,[],gov
Bedaru,"['Valimiki', 'Barki', 'Parivara', 'Bendar', 'Berad', 'Boya', 'Naikamakkalu', 'Naikwadi', 'Palegar', 'Ramoshi', 'Talwar', 'Valmikimakkalum Vedan', 'Parivara Nayaka', 'Talawara', 'Myasa Nayaka', 'Urs Nayaka', 'Byada', 'Bargi', 'Hirshikari']",gov
Beria,[],gov
Beshtar Bunde-Beshta,[],gov
Bhardi Bhargi,[],gov
Budbudki,"['Budbudkala', 'Devari', 'Joshi', 'Budubuduki', 'Bududki', 'Chhetri', 'Garadi']",gov
Chara Chhar Chhara,[],gov
Chapper Band Chapper Banda,[],gov
Chitrakathijoshi,[],gov
Dang-Dasar,[],gov
Darvesu,[],gov
Dombi-Dasaru,[],gov
Durgamurga Burburcha,[],gov
Modiga Modikara Modikar,[],gov
Gondali Ghondali Gondaliga Gondhali Gondhalli,[],gov
