Caste,subcastes,source
JHANGRA BRAHMAN,"['JANGID BRAHMAN', 'TARKHAN', 'JHANGRA-BRAHMAN', 'BADDI', 'KHATI', 'SUTHAR', 'RAMGARHIA', 'JHANGARA-BRAHMAN', 'JANGRA BRAHMAN', 'BARHAI', 'JHANGRA BRAHMAN', 'JANGRA-BRAHMAN', 'DHIMAN']",gov
JHARA,['JHARA'],gov
JHEEMAR,"['JHEEMAR', 'KASHYAP']",mf
JHEEWAR,['JHEEWAR'],gov
JHETTY,['JHETTY'],gov
JHINWAR,"['JHINWAR', 'MEHRA', 'LUNJ']",mf
JHOJA,['JHOJA'],gov
JHORA,['JHORA'],gov
JINGAR,"['JINGAR', 'JATAV']",mf_jeevansathi
JOGI,"['GAUTAM', 'GOSAIN', 'JOGINATH', 'JOGER', 'YOGI', 'JOGI', 'PADA', 'GOSWAMI', 'RAVAL', 'JOGIN', 'SANYASI', 'TOMAR', 'RAVALIA SANJOGI', 'KAPALI', 'JOGI NATH', 'BATTI', 'NATH', 'JOGTIN', 'JOGAR', 'BRAHMA KAPALI', 'JANGAM-JOGI', 'BALEGARA', 'RAWAL', 'JANGAM']",mf
JOHARI,['JOHARI'],gov
JOLAH,"['JOLAH', 'JOLHA', 'JOLAHA']",gov
JOSHI,"['SARODA', 'JOSHI', 'KUDMUDE', 'DAMRUWALE', 'BUDBUDKI', 'JOSHINANDIWALA', 'SARVADE', 'SAHEDEV JOSHI']",gov
JUANG,['JUANG'],gov
JULAHA,"['KEER', 'KABIRPATH', 'JULAYA', 'TARIYA', 'ANSARI', 'KABIRAM', 'JULAHA', 'TARI', 'JULAHE', 'KABIRPANTHI', 'GARANA', 'JULAHA-MOMIN', 'MOMIN-ANSARI', 'JULAHA-ANSARI', 'MOMIN', 'ALI', 'JULLAHA', 'KOLI']",mf_jeevansathi
JYOTISH,"['JYOTISH', 'MATIMANSA', 'JYOTSKA']",gov
KABBERA,['KABBERA'],gov
KABIRPANTHI,"['JULAHA', 'KABIRPANTHI']",mf
KABUI,['KABUI'],gov
KACHARI,"['KACHA NAGA', 'KACHARI', 'SONOWAL', 'KACHARA']",gov
KACHHANDHA,['KACHHANDHA'],gov
KACHHI,"['PATEL', 'MURAO', 'PANAHARA', 'KACHHI-SHAKYA', 'KACHHI KOYARI', 'SHAKYA', 'KOIRI', 'KACHHI KUSHWAHA', 'MURAI', 'MAURYA', 'PANARA', 'SONKAR', 'KACHI', 'MAURYA-KOIRI', 'KACHHI KACHHI-KUSHWAHA', 'KACHHIA', 'KOERI', 'KACHHI SHAKYA', 'KACHHI-KUSHWAHA', 'KUSHWAHA', 'KACHHI MAURYA', 'KACHHI']",mf
KACHORA,['KACHORA'],gov
KADAIYAN,['KADAIYAN'],gov
KADAN,['KADAN'],gov
KADANPATADAR,"['KADANPATADAR', 'KAPAVPAYR']",mf
KADAR,"['KADORE', 'DHANKA', 'KADERE', 'DHUNIYA', 'KADERA', 'DHUNKAR', 'KADAR']",gov
KADU KONKANI,['KADU KONKANI'],gov
KADU KURUBA,['KADU KURUBA'],gov
KADULU,['KADULU'],mf
KADUPPATTAN,['KADUPPATTAN'],gov
KADWA,['KADWA'],mf
KAGZI,['KAGZI'],gov
KAHAR,"['GOND', 'DHURIYA', 'TANWAR SINGHARIYA', 'RAWNI', 'PRAJAPATI', 'GAUR', 'RAWAT', 'KAHARI', 'KASHYAP', 'BARUA', 'PRASAD', 'JHINDWAR', 'JAPTA', 'VERMA', 'KUMBHAR', 'KHARWAR', 'SINGHARIYA', 'JHINWAR DHINWAR', 'PATWA', 'KAHAR', 'JULAHA', 'TANWAR', 'ORMA', 'DURMA', 'DHIWAR']",mf_jeevansathi
KAHTIYAL,"['MAHASA', 'KAHTIYAL']",mf
KAIBART,"['KEOT', 'CHASA', 'RADHI', 'MUNDA', 'KEWAT', 'JALIYA', 'KAIVARTTA', 'KAIBARTA', 'KAIBART', 'KAIBARTTA', 'GOKHA', 'JALA', 'KANDARA']",mf
KAIKADI,"['KOCHI KORVA', 'KAIKADI', 'PAMLOR', 'KAIKADI DHONTLE', 'KORVA', 'KORVI', 'MAKADWALE']",mf
KAIKOLAN,"['KAIKOLAN', 'KAIKOLAR', 'SENGUNTHAR']",gov
KAKHERA,['KAKHERA'],mf
KAKKALAN,"['KAKKALAN', 'KAKKAN']",jeevansathi
KALADI,['KALADI'],gov
KALAHANDI,['KALAHANDI'],gov
KALAIGAR,"['KALAIGAR', 'KALAIKAR']",gov
KALAL,"['SAV KALAR', 'JAISWAL', 'ERAQUI', 'JAIN KALAR', 'KALAL', 'RAVANA', 'MEWAD', 'VARSHA', 'GUPTA', 'KALAR', 'KALWAR', 'KALALI']",mf_jeevansathi
KALANDAR,['KALANDAR'],gov
KALANDI BAISHANABA,"['TAMULI', 'TAMBULA', 'KALANDI VAISHNAB', 'BANGIYA TAMBOLI', 'BANGIYA TAMBULI', 'TAMBILI', 'TAMILI', 'KALANDI BAISHANABA', 'BANGIYA TAMILI']",gov
KALANGA,['KALANGA'],gov
KALANJI,"['KALINJI', 'MUNDA', 'KALINGI.', 'KALANJI']",mf_jeevansathi
KALAR,"['KAWDE', 'DUDSENA', 'RAO', 'SINHA', 'JAINKALAR', 'SHARE', 'SINDE', 'DARSENA', 'PARSAJ', 'PATLAY', 'KALAL', 'DASHARE', 'MESHRAM', 'DADSENA', 'KALLAR', 'PARSH', 'ZADE', 'JAIN', 'DESHMUKH', 'KALAR']",mf_jeevansathi
KALARI KURUP,"['KALARI KURUP INCLUDING KALARI PANIEKER', 'KALARI KURUP', 'KALARI PANICKER']",gov
KALARIA,['KALARIA'],mf
KALASALI,['KALASALI'],mf
KALAVANTHULA,['KALAVANTHULA'],gov
KALAYIRI KOLERI,"['KOLARI', 'KALAYIRI KOLERI']",gov
KALBELIA,"['KALBELIA', 'SAPERA', 'KALBELIYA']",gov
KALBI,['KALBI'],gov
KALI,"['MAHAVAR', 'KALI']",mf
KALIGULLU,['KALIGULLU'],mf
KALIHANDI,['KALIHANDI'],gov
KALINGI,['KALINGI'],gov
KALITA,['KALITA'],jeevansathi
KALKARI,"['KELKARI KHELKARI', 'KALKARI']",gov
KALLADI,['KALLADI'],gov
KALLAR,"['KALLAR', 'KALLAR KULA THONDAMAN']",mf
KALOTA,"['KALOTHA', 'KOLTA', 'KOLTTA', 'KALOTA']",gov
KALU,"['DARATIA', 'KALU', 'RARHI', 'TELI']",mf
KALVELI GOUNDER,['KALVELI GOUNDER'],gov
KALWAR,"['SINHA', 'JAISWAL', 'KALAL', 'KALAR', 'KALWAR']",mf_jeevansathi
KAMA,['KAMA'],mf
KAMAD,"['KAMAD', 'KAMADIA']",gov
KAMAR,"['KARMARIYA', 'KAMARA', 'KHATYA', 'KAMAR', 'KAMMARA', 'LOHARO', 'KAMMARO', 'KAMARIYA', 'ASTOLOHI KAMAR', 'LOHURU', 'BELASHI', 'VISVAKARMA', 'MULI']",mf
KAMASALA,"['KAMASALA', 'METTU', 'GUNJE']",mf
KAMATI,"['KAMATI', 'KAMAN']",gov
KAMBADIA BHAGAT,['KAMBADIA BHAGAT'],gov
KAMBAR,['KAMBAR'],mf
KAMBOJ,['KAMBOJ'],shadi_jeevansathi
KAMLU,"['KAMLU', 'TELI']",mf
KAMMA,"['KAMMA', 'CHOUDHARY']",mf_shadi_jeevansathi
KAMMALAR,"['KAMMALAR', 'VISWAKARMA', 'PATHAR', 'VISWAKAMMALA', 'ASARI', 'THACHAR', 'PADAIYACHI']",mf
KAMMARA,"['METTUKAMSALI', 'GUNDAIAH', 'KAMMARA']",mf
KAMMI,['KAMMI'],gov
KAMOH,"['KAMOH', 'DAGOLI']",gov
KAN,['KAN'],gov
KANABAR,['KANABAR'],mf
KANAKKAN,"['KANAKKAN', 'PADANNAN', 'CHERUMAN', 'PADANNA', 'SYRIAN']",mf
KANATE,['KANATE'],gov
KANAURA,"['KANAURA', 'KINNARA']",gov
KANBI,"['KUNBI', 'KULWADI', 'KANBI']",gov
KANDERA,"['MANSOORI', 'KANDERA', 'PINJARA', 'KANDARPA', 'KANDARA']",mf
KANDH,"['KANDH', 'KANDHA GAUDA']",gov
KANDRA,"['KODAMA', 'KANDRA', 'KANDU', 'SHAH', 'KODMA', 'KANDARA', 'KADAMA', 'KUDUMA']",gov
KANGASIA,['KANGASIA'],gov
KANGEHRA,"['KANGOHRA', 'KANGEHRA']",gov
KANHAR,"['GOND', 'GAVA', 'KHARWAR', 'KANHAR', 'GAUR']",mf
KANI,"['KANI', 'KANISU KANIYAR PANIKKAR']",gov
KANIKARAN,"['KANIKARAN', 'KANIKKAR']",gov
KANISAN,"['KANYAN', 'BALYAYA', 'KANISAN KANIYAR KANIYARU KANIYA KANIYAN', 'KANISAN', 'KANIYAN']",gov
KANISU,"['KAMNAN', 'KANISAN', 'KANISU', 'KANI', 'KANIYAR PANICKER', 'KANIYAN']",gov
KANIYAN,"['KANYAN', 'KANIYAN']",jeevansathi
KANJAR,"['KANJARI', 'KANJIR', 'GIARAH', 'KUNJAR', 'KANCHAN', 'KANJAR']",gov
KANJARA – BHATTA,"['KANJIRBHAT', 'KANJARA – BHATTA', 'KHANJARBHAT', 'KANJARA-BHATTA', 'KANJIRBHAAT']",gov
KANNADA DEVANGA,"['TELUGU DEVANGA', 'KANNADA DEVANGA']",gov
KANNADIYAN,"['KANNADA SAINEEGAR', 'KANNADIYAN', 'KANNADIYAR', 'DASAPALANJIKA']",gov
KANSARA,['KANSARA'],gov
KANSARI,['KANSARI'],jeevansathi
KANTLLI,['KANTLLI'],mf
KANU,['KANU'],gov
KANWAR,"['DEWAN', 'SIDAR', 'KANWAR']",mf
KAPADIA,"['KAPADIA SANSI', 'KAPADIA', 'KAPADI']",gov
KAPALI,['KAPALI'],gov
KAPDI,"['KAPUDIA', 'KAPDI']",gov
KAPU,"['MADIGA', 'TALAPALLI', 'SHAIK', 'PEDAKAPU', 'JALARU', 'KRISHNAM', 'SUNKU', 'SAJJANA', 'CHENDIYA', 'DUDEKULA', 'PALIKAPU', 'KAPU', 'JUTUR', 'CHEEMALA', 'PALLI', 'POKANTI', 'MUNNURU', 'VADDI', 'NAIKA', 'TURUPU KAPU', 'PAKANTI', 'PADUPOLLU', 'JUTAR', 'GAJULA KAPU', 'PASNUR', 'TURPUKAPU', 'CHINNKAPU', 'ADUPOL', 'TELAGA', 'PALAGIRI', 'DESAI', 'KARNAM', 'PAGANI']",mf_shadi_jeevansathi
KAPUVELAMA,"['PADAMASALI', 'SAHUKAR', 'KAPU', 'TALAKA', 'TUSASI', 'TULASI', 'KAPUVELAMA', 'SANKA', 'NAGA', 'NAIDU', 'MAIPU']",mf
KARANA,"['KARANA', 'KARAN', 'MAGHIYA', 'BETRA', 'NAULIKARAN', 'MAHANAIK', 'KARANI']",jeevansathi
KARARA,"['KARARA', 'KACHARA', 'KARHARA', 'KACHERA', 'MARKAM']",mf
KARBI,['KARBI'],gov
KAREN,['KAREN'],gov
KARIKALABHAKTHULU,"['KAIKOLAN', 'KAIKALA', 'KARIKALABHAKTHULU']",gov
KARIKUDUMBI,['KARIKUDUMBI'],gov
KARIMPALAN,['KARIMPALAN'],gov
KARKU,['KARKU'],gov
KARMAKAR,"['KARMAKAR', 'KAMAR', 'KARMALI', 'BELASHI']",mf_jeevansathi
KARNABHAKTHULU,['KARNABHAKTHULU'],gov
KARNAM,['KARNAM'],mf
KAROACK,['KAROACK'],gov
KARUA,"['KARUVA', 'KARUA']",gov
KARUNEEGAR,"['KARUNEEGAR', 'KARUNEGAR']",jeevansathi
KARVI,['KARVI'],mf
KASAB,['KASAB'],gov
KASAI,"['QASSAB-QURESHI', 'KASAI', 'ARE KASAI', 'KASAB', 'ARI KATIKELU', 'QUASAB', 'KATUKA KATUGA', 'MARATTI', 'SURYAVAMSHA KSHATRIYA', 'KASSAB QUSSAB', 'KASSAB', 'KALAL KHATIK', 'KISBI', 'KHATIK', 'KASAI-QURAISHI', 'KATIK', 'KASABI', 'QURAISHI', 'ARAY', 'QASSAB']",gov
KASAR,"['BOGARA', 'KANCHUGARA', 'KANCHERA', 'KANSAR', 'KACHARI', 'KANCHORI', 'KASAR', 'KASERA', 'KANCHAR']",jeevansathi
KASBATI,['KASBATI'],gov
KASBI,['KASBI'],gov
KASBIN,['KASBIN'],gov
KASERA,"['TAMERA', 'THATHERA', 'TAMRAKAR', 'THATHIAR', 'KALAIKAR', 'KASERA', 'TAMRAKAR KALAIKAR']",gov
KASGAR,['KASGAR'],gov
KASHAN,['KASHAN'],gov
KASHATY,"['KASHATY', 'NAIK']",mf
KASHIKAPDI,"['KASIKAPADI', 'TIRUMALI', 'KASHIKAPADI', 'KASHIKAPDI', 'KASIKAPUDI']",gov
KASHYAP,"['JEER', 'KASHYAP']",mf_jeevansathi
KATABU,"['KATABU', 'KATABAR']",gov
KATESAR PATTAMKATTI,['KATESAR PATTAMKATTI'],gov
KATHAR,"['KANTHAHAR WANI', 'KATHAR', 'KATHAR WANI']",gov
KATHI,['KATHI'],gov
KATHLIK,['KATHLIK'],mf
KATHODI,"['SON KATKARI', 'SON KATHODI', 'DHOR KATKARI', 'DHOR KATHODI', 'KATKARI', 'KATHODI', 'DHOR KATHKARI']",gov
KATIA,"['KATIA', 'PATHARIA']",gov
KATIPAPALA,['KATIPAPALA'],gov
KATTUNAICKER,"['KATTUNAICKER', 'KATTUNAYAKAN']",gov
KAURA,['KAURA'],gov
KAUVNDER,"['KONGU', 'KANGU', 'KALLAR', 'KALVALA', 'KAUVNDER', 'GONGU']",mf
KAVADI,"['KAVADI', 'KAVUDIYARU']",gov
KAVARA,"['KAUR', 'CHERWA', 'KANWAR', 'SIDAR', 'DEWAN', 'KAVARA', 'TANWAR', 'CHATTRI', 'RATHIA', 'KAWAR']",gov
KAVUNIS,['KAVUNIS'],mf
KAVUTHIYA,"['KAVUTHIYAR', 'KAVUTHIYA', 'KAVUTIAN', 'ADUTHON', 'KAVUTHIYAN']",gov
KAYASTH,"['ADITYA', 'MITTAL', 'MATHAR', 'KAYASTHA', 'SINHA', 'BHOUMIK', 'BHUNJA', 'RARHI', 'SRIVASTAVA', 'BARENDRA', 'KAYASTH', 'SAXENA', 'SRIVASTAV', 'VERMA', 'MATHU', 'KA YASTH']",mf
KAYUNLLU,['KAYUNLLU'],mf
KEER,['KEER'],gov
KELA,"['SAPUA KELA', 'SABAKHIA KELA', 'RADHI', 'NALUA KELA', 'SABAKHIA', 'MATIA KELA', 'KELA']",mf
KELASI,['KELASI'],gov
KENDARA,"['KANDARA', 'KENDARA']",mf
KEORI,"['KEORI', 'KOIRI']",gov
KEOT,['KEOT'],gov
KEPMARE,"['KEPMARIS', 'KEPMARI', 'REDDIKA', 'KEPMARE']",gov
KERALA MUDALI,['KERALA MUDALI'],gov
KESHAP RAJPUT,['KESHAP RAJPUT'],gov
KEUTA,"['KEUTA', 'RADHI']",mf
KEVER,['KEVER'],mf
KEWAT,"['BAGHER', 'BIND', 'NISHADRAJ', 'KEWAT', 'PATEL', 'NAGARCHI', 'NIISHAD', 'CHOUDHARY', 'NISHAD', 'BHARGAV', 'NAVADA', 'NISAD', 'MALLAH']",mf
KHADALA,"['JHATIA', 'KHADALA']",mf
KHADIA,['KHADIA'],mf
KHADWAR,['KHADWAR'],gov
KHAIRWAR,"['KHAIRUWA', 'KHAIRWAR', 'KONDAR', 'KHERWAR']",gov
KHALIFA,['KHALIFA'],mf
KHAMPTI,['KHAMPTI'],gov
KHAN,"['PATHAN', 'KHAN']",mf
KHANDAYAT,"['CHASA', 'ORIYAMUNDA', 'MUNDA', 'ODUKHANDAYAT', 'MAGHIYA', 'SRESTAKHANDAYAT', 'MAHANAIK', 'KANDARA', 'KHANDAYAT']",mf_jeevansathi
KHANDELWAL,['KHANDELWAL'],mf_shadi
KHANDNALS,['KHANDNALS'],gov
KHANDU,"['GUPTA', 'KHANDU']",mf
KHANGAR,"['MIRDHA', 'KHANGAR', 'KANERA']",gov
KHANGHERA,['KHANGHERA'],gov
KHANT,['KHANT'],gov
KHARIA,"['KHARIAN', 'KHARIA']",gov
KHAROL,['KHAROL'],gov
KHARVA,"['KHARVI', 'BENBANSI', 'KHARWA-BHADELA', 'BENWASHER', 'KHARVA', 'KHARWAR']",gov
KHASI,"['WAR', 'SYNTENG', 'PNAR', 'BHOI', 'LYNGNGAM', 'JAINTIA', 'KHASI']",gov
KHATI,"['CHIKWA', 'KASAI', 'KHATHIYA', 'KASAB', 'KHATI', 'JAGARA', 'CHIKVI', 'UTTAM', 'KHATKI', 'GAUR', 'BAMANIYA', 'CHIK', 'SONAR', 'JANGARH', 'NATH', 'SONKAR', 'YADAV', 'DHAMAN', 'CHAUHAN', 'KHATIK', 'DHIMAN', 'JANGADA', 'KHATIYA', 'KASAI-QURESHI', 'KHATWA', 'KHATWE', 'QURESHI', 'SEMAR', 'KHATGUNE', 'HALARI', 'CHAMADIA', 'BARAI']",mf
KHATRI,"['CHAPPA', 'KHATRIYAS', 'KAPUR', 'MALHOTRA', 'KHNNA', 'UTTAM', 'GOYAL', 'DHIMAN', 'KHURANA', 'KHATRI']",mf_shadi_jeevansathi
KHATTI,['KHATTI-KHATTI'],gov
KHATWA,"['KHATWA', 'KHATWE', 'KHATUA']",gov
KHAVAS,['KHAVAS'],gov
KHEJARI,"['KOL', 'KHEJARI']",mf
KHELTA,['KHELTA'],gov
KHEN,['KHEN'],gov
KHETAURI,"['KHATAURI', 'KHETAURI']",gov
KHETRIYA,"['MAHANAIK', 'ORHKHANDAYAT', 'KHETRIYA']",mf
KHODALA,"['KHODALA', 'KHODAL', 'BETRA']",mf
KHODI,"['SUVADIYA', 'KHODI']",mf
KHODRA,"['KHARUDA', 'KHADURA', 'KHODRA']",gov
KHOND,"['KOND', 'SITHA KANDHA', 'KHOND', 'KANDHA', 'NANGULI KANDHA']",gov
KHONYOR,['KHONYOR'],gov
KHOTTA MUSLIM,['KHOTTA MUSLIM'],gov
KHOWA,['KHOWA'],gov
KHUMRA,"['SANGTARASH', 'HANSIRI', 'KHUMRA']",gov
KICHAGARA,['KICHAGARA'],gov
KIHATAYERA,"['KIHATAYERA', 'NAIK']",mf
KINTHALA KALINGA,"['BURAGAM KALINGA', 'KINTHALA KALINGA', 'PANDIRI KALINGA', 'KALINGA', 'BURAGANA KALINGA']",gov
KIRAR,"['KIRAR', 'KIRAR KIRAD DHAKAR', 'KIRAD', 'DHAKAR', 'DHAKAD']",gov
KISAN,['KISAN'],gov
KISRUBAR,"['KISRUBAR', 'HALAMATHA']",mf
KNANAYA,"['KNANAYA', 'CHETTI', 'SYRIAN', 'CHEDUMA']",mf_jeevansathi
KOCH,"['KOCH-RAJBONGSHI', 'KOCHU VELAN', 'KOCHH', 'KOCH']",gov
KODAGU,"['KODAGU KAPALA', 'KODAGU']",gov
KODALO,"['KHODALO', 'KODALO']",gov
KOERI,"['KOIRI', 'KUSHWAHA', 'RAI', 'KOERI KOIRI', 'MAURYA', 'MAURIYA', 'MORYA', 'KOERI']",mf_jeevansathi
KOHALI,"['BHELIKHAYE', 'KOHALI']",mf
KOHLI,"['KOHLI', 'TALPADA', 'PATEL', 'SORATHA', 'SUVADIYA']",mf
KOHOR,['KOHOR'],gov
KOIBARTR,"['KOIBARTR', 'HALIK']",mf
KOILAR,['KOILAR'],gov
KOIRENG,"['KOIRAO', 'KOIRENG']",gov
KOIRI,['KOIRI'],gov
KOKNA,"['KOKNI', 'KUKNA', 'KOKNA']",gov
KOL,"['KOLHA', 'MUNDA', 'KOL', 'RAWAT']",mf
KOLAGA,['KOLAGA'],gov
KOLAH LOHARAS,"['KOL LOHARAS', 'KOLAH LOHARAS']",gov
KOLAM,"['KOLAM', 'MANNERVARLU']",mf
KOLAR,"['MUNDA', 'KOLAR']",mf
KOLAYAN URALI,['KOLAYAN URALI'],gov
KOLHATI,"['KOLHATIGI', 'KOLHATI', 'KOLHATI DOMBARI']",gov
KOLHU,"['KACHUAROLMA', 'KOLHU']",mf
KOLI,"['KHARWA', 'DONGAR KOLI', 'KOLI PATEL', 'MAHAVAR', 'KHARWI', 'BARI', 'MAHADEVKOLI', 'KOLI MAHADEV', 'BHEBARIA-KOLI', 'CHRISTIAN KOLI', 'PANBHARE SON KOLI', 'BARIA-KOLI', 'KOLCHA', 'GHEDIA KOLI', 'CHUVALIA KOLI', 'CHUMBLE', 'MALHARKOLI', 'KORI', 'KHARVA', 'KOLI SURYAVAMSHI VAITI', 'KOLI KADIA.', 'KOLI', 'RATHWA-KOLI', 'KOLGHA', 'KHARVI', 'DIVECHA KOLI', 'KOLI DHOR', 'KHARWA-KOLI', 'AHIR KOLI', 'MALHAR', 'PAN KOLI', 'GABIT', 'TOKRE KOLI', 'MACHIMAR KOLI', 'KHANDESHI KOLI', 'MANGELA', 'MANGALA', 'KOLI MACHHI', 'IDARIA-KOLI']",mf_jeevansathi
KOLI DHOR,"['KOLGHA', 'KOLI DHOR', 'KOLCHA', 'KOLIDHOR', 'TOKRE KOLI']",gov
KOLI KHANIA,['KOLI KHANIA'],gov
KOLLA,"['KOLLA', 'KOLLALA']",gov
KOLLAN,"['KOLLAN', 'KADAYAN']",mf
KOLLI,['KOLLI'],mf
KOLUPULAVANDLU,"['PAMBANDA', 'KOLUPULAVANDLU', 'PAMBALA', 'PAMBADA', 'KOLUPULVANDLU']",gov
KOLWAR,"['JAISWAL', 'JAMRE', 'KOLWAR']",mf
KOM,['KOM'],gov
KOMARPANT,['KOMARPANT'],gov
KOMATI,['KOMATI'],mf
KOMMARI,"['KOMMARI', 'DUDEKULA']",mf
KONAR,"['KONAR', 'YADAV', 'VELLALAR', 'YADAVAR']",mf
KONDA DHORAS,"['KONDA DHORAS', 'KONDADORA']",gov
KONDA KAPU,"['KONDA KAPU', 'KONDA KAPUS']",gov
KONDA REDDIS,"['KONDAREDDIS', 'KONDA REDDIS', 'KONDAREDDY', 'REDDY DHAKAS']",gov
KONDH,"['KODHU', 'KONDHS', 'KHOND', 'DESAYA KONDHS', 'YENITY KONDHS', 'KODI', 'KONDH', 'KANDH', 'TIKIRIA KONDHS', 'DONGRIA KONDHS', 'KUTTIYA KONDHS']",gov
KONDPAN,['KONDPAN'],gov
KONGADI,['KONGADI'],gov
KONGU CHETTIAR,['KONGU CHETTIAR'],gov
KONGU NAVITHAN,['KONGU NAVITHAN'],gov
KONGU VELLALA,"['THONDU VELLALAR', 'ANUPPA VELLALA GOUNDER', 'POOSARI GOUNDER', 'CHENDALAI GOUNDER', 'SANKU VELLALA GOUNDER', 'RATHINAGIRI GOUNDER', 'NARAMBUKKATTI GOUNDER', 'PALA VELLALA GOUNDER', 'GOUNDER INCLUDING VELLALA GOUNDER', 'KONGU VELLALA', 'PAVALANKATTI VELLALA GOUNDER', 'PADAITHALAI GOUNDER', 'TIRUMUDI VELLALAR', 'KONGU VELLALAR (INCLUDING VELLALA GOUNDER NATTU GOUNDER', 'NATTU GOUNDER', 'PALA GOUNDER']",gov
KOOCH BAND,"['KUCHBAND', 'KOOCH BAND']",gov
KOOSA,['KOOSA'],gov
KOOTAN,"['KOODAN', 'KOOTAN']",gov
KOPPULA VELLAMA,"['KAPULU ELAMA', 'KAPALA ELAGA', 'KAPPULA ELAMA', 'KOPPULA VELLAMA', 'KOPPALA VELAMA', 'KOPPULAVELAMA', 'KUPPALAVELAMA', 'KOPPALAVELAMA', 'KOPPALA ELAMA', 'KOPPLAVELAMA', 'KUPALA VELAMA', 'KAPALA ELAMA', 'KAPALA VELAMA']",gov
KORA,"['HATEA', 'KORA']",mf
KORACHA,"['KORACHA', 'KORACHAR']",jeevansathi
KORAGA,['KORAGA'],gov
KORAMA,"['KORAVA', 'KORAMA', 'KORAVAR']",mf_jeevansathi
KORAVAR,"['KEPMARI', 'KORAVAR', 'KALA KORAVAR', 'INJI KORAVAR', 'SALEM MELNAD KORAVAR', 'VADUVARPATTI KORAVAR', 'PONNAI KORAVAR', 'VETTA KORAVAR', 'THOGAMALAI KORAVAR', 'KURAVAR', 'KPARAU', 'KORAWAR', 'SAKKARAITHAMADAI KORAVAR', 'SARANGA PALLI KORAVAR', 'DABI KORAVAR', 'KORAVAN', 'MONDA KORAVAR', 'SALEM UPPU KORAVAR', 'THALLI KORAVAR', 'KALINJI DABIKORAVAR', 'VARAGANERI KORAVAR', 'KORAVARU']",gov
KORCHA,"['KORCHA', 'KORACHA', 'KORCHAR']",gov
KORI,"['KUSHWAHA', 'KORIA', 'KORI', 'VERMA', 'MAURYA', 'PAL', 'KOLI']",mf_jeevansathi
KORKU,"['KORKU', 'BOPCHI', 'MOUASI', 'BONDEYA', 'BONDHI', 'NAHUL', 'NIHAL', 'NIHAR']",mf
KORMA,['KORMA'],mf
KORMAKAR,['KORMAKAR'],gov
KORONGA,"['KORONGA', 'DWADA', 'JELE']",mf
KORWA,"['KODAKU', 'KORAMASETTY', 'KORWA', 'KAIKADI', 'KORUA', 'KORWARI', 'ERAKALA', 'KORVA', 'KORWAR', 'YERKALA', 'YERUKALA', 'KORAGAR', 'KUNCHI']",gov
KOSALYA GOUDUS,"['CHITI GOUDUS', 'DANGAYATH GOUDUS', 'KOSALYA GOUDUS', 'PULLO SORIYA GOUDUS', 'DUDU KAMARO', 'BOSOTHERIYA GOUDUS', 'LADIYA GOUDUS', 'DODDU KAMARIYA']",gov
KOSHTA,"['KOSHTHA', 'CHANNEWAR', 'KOSHTA', 'CHENEWAR', 'HALBA KOSHTI', 'KOSTA KOSTI', 'LADKOSHTI', 'KOSTI', 'PADEMSALI SALI SUTSALI SALWAR', 'SALEWAR JENDRA', 'KOSTA', 'KOSTHA', 'JANDRA KOSKATI GARHWAL GARHEWAL GAREWAR', 'KALBA', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA', 'PADMASHALI', 'GAREWAL', 'JANDRA KOSKATI GARHWAL', 'GARHEWAL GAREWAR GARWAR', 'CHANEWAR', 'JAINKOSHTI', 'SALEVAR', 'GADHEWAL KOSHTI', 'KOSHTI', 'PADAMHALI', 'KOSHTI DEVANGAN DEWANG SALWIDEWANG MALA PADAMHALI PADEMSALI SALI SUTSALI SALWAR']",gov
KOSKANTI DEVANGA,['KOSKANTI DEVANGA'],gov
KOTA,['KOTA'],gov
KOTAL,"['BHUNIA', 'UTTARARIN', 'KOTAL', 'KANTCH']",mf
KOTARI,"['KOTARI', 'KOTARY', 'KOTTARY', 'KOTTARI']",gov
KOTEGAR,"['KOTEGAR', 'METRI']",gov
KOTEKSHATRIYA,"['RAMARAJA KSHATRIYA', 'KOTEGARA', 'KOTEYAR', 'KOTEKAR', 'SERVGAR SERUGARA', 'RAMA KSHATRIYA', 'KOTEGAR', 'KOTEKSHATRIYA']",gov
KOTEYAR,['KOTEYAR'],gov
KOTIA,"['DHULIA', 'PAIKO', 'BARTIKA', 'BENTHO ORIYA', 'PUTIYA', 'KOTIA', 'SIDHOPAIKO', 'HOLVA', 'SANRONA', 'DULIA']",gov
KOTVALIYA,['KOTVALIYA'],mf
KOTWAL,"['KUTWAR KOTWAL', 'KOTWAL', 'KOTWAR']",gov
KOUDA,"['KOUDA', 'KOVIDA']",mf
KOYA,"['LINGADHARI KOYA', 'KOYAVA', 'RAJAH', 'GOUD', 'RAJKOYA', 'BHINE KOYA', 'KOYA', 'RASHA KOYA', 'KOTTU KOYA']",mf
KRISHNABALIJA,"['KRISHNABALIJA', 'KRISHNABHALIJA']",gov
KRISHNANVAGAI,"['R.C.NADAR', 'PALLAR', 'VAGAI', 'KRISHNANVAGAI', 'NADAR', 'ASARI', 'KRISHNANVAKA']",mf
KRUBI,"['HINDUKRUBI', 'HALAMATHA']",gov
