Caste,subcastes,source
MOTHALIAR,"['NAIDU', 'SENGUNTHAMUDALIYAR', 'KERALAMUTHALI', 'ASARI', 'BENGUTHEN', 'MOTHALIAR', 'KERALAMUYTHALI YAR', 'KARKALA', 'SANGUNTHAN', 'KAIGONAR']",mf
MOUNDADAN CHETTY,['MOUNDADAN CHETTY'],gov
MOWAR,['MOWAR'],gov
MRAN,"['JULAHA', 'MRAN']",mf
MUBBANAR,"['MUBBANAR', 'KALLAR']",mf
MUCHI,"['RISHI', 'RAVIDAS', 'CHAMAR MUSLIM', 'MUCHI']",gov
MUDALIAR,"['KAIKOLAN', 'MUDALIYA R', 'KAICOOLY', 'MUDALIAR', 'KERALA MUDALI', 'MUDALIYAR', 'THONDI', 'THONDIMANDALA', 'SOLIYA', 'MUDALI', 'SENGUNDAR', 'SANGUNTHAN']",shadi_jeevansathi
MUDHAR,['MUDHAR'],gov
MUDI,"['BOAR', 'MUDI']",mf
MUDIRAJ,"['TENUGOLLU', 'MUTRASI TENUGOLLU', 'MUDIRAJ', 'MUTRASI']",jeevansathi
MUELLU,"['TELI', 'MUELLU']",mf
MUGHAL,"['JOSHI', 'MUGHAL', 'BEG', 'RATHORE', 'MEENA']",mf
MUJAWAR,['MUJAWAR'],gov
MUKHA DHORA,"['MUKHADORA- MOKKA DHORA', 'MUKHA DHORA', 'NOOKA DHORA']",gov
MUKHARI,"['MOOVARI', 'MUKHARI']",gov
MUKHI,['MUKHI'],gov
MUKKULATHOR,"['MARAVAR', 'KALLAR', 'MUKKULATHOR', 'AGAMUDAYA', 'DEVAR']",gov
MUKKUVAN,"['MUKAYAR INCLUDING CONVERTS TO CHRISTIANITY)', 'MUKKAVAN', 'MUKKUVAN', 'MUKKUVAR']",gov
MUKRI,['MUKRI'],gov
MULANA,"['MULANE', 'MULANI', 'MULANA']",gov
MULIYA,['MULIYA'],gov
MUNDA,"['MUNDA MAHALIS', 'ORIYAMUNDA', 'MUNDA', 'KOLA', 'ORAONMUNDA', 'KOL', 'KOLMUNDA', 'MUNDA LOHARA']",mf
MUNDALA,['MUNDALA'],gov
MUNDAPOTTA,['MUNDAPOTTA'],gov
MUNDARI,['MUNDARI'],gov
MUNIYA,"['BHOJPURIYA', 'MUNIYA']",mf
MUNNEWAR,"['MUNNEWAR', 'MUNNARWAD', 'MUNNURWAR TELGU', 'MUNNURWAR', 'TELGU MUNNUR', 'TELGU PHULMALI', 'TELGU KAPEWAR', 'MUNNUR']",gov
MUNNURUKAPU,['MUNNURUKAPU'],gov
MUPPAN,"['VALAYAR', 'MUPPAN', 'MUPPAR', 'KALLAR']",mf
MURAO,"['MURAI MAURYA', 'MAURYA', 'MURAO', 'MURAI']",gov
MURIA,['MURIA'],gov
MURMU,"['BITAL', 'MURMU', 'HANDI']",mf
MURRARI,['MURRARI'],gov
MUSAHAR,"['BHUIAN', 'MUSAHAR', 'RISHI']",mf
MUSHAR,['MUSHAR'],mf
MUSKHAN,['MUSKHAN'],gov
MUSLIM,"['MUSLIM', 'JALARI', 'MUJAHID', 'GOLLA', 'NADAG', 'SWETAMBAR', 'SHAIK', 'LEPPAI', 'JAMARI', 'LABBAI', 'PANCHAMSALI', 'BYARE', 'KUDARI', 'DUDEKULA', 'JAMAMITK', 'BOHRA', 'JALLENI', 'SHAIKH', 'CHEEMALA', 'MEDAR', 'JHAMALA', 'MULLA', 'JAMAN', 'SHEIKH', 'NAPAE', 'NAIKA', 'NADAK', 'RABBAI', 'NADAR', 'SWNNR', 'SYED', 'PATHAN', 'WADE', 'SAYED', 'RAVUTHUR', 'NADAF', 'RAWTHER', 'SUNNI', 'QURESHI', 'GUNJE', 'SAMRATH', 'MATESHP', 'MAPPILLA']",mf
MUSLIM BARUJIBI,"['MUSLIM BARUJIBI', 'BARUI']",gov
MUSLIM BHANGI,"['MUSLIM RELIGION BHANGI', 'LALBEG', 'KHAKROB', 'MEHTAR', 'HALALKHOR', 'THE MEMBERS OF WHICH ARE ACTUALLY IN THE SAFAI KARAMCHARI PROFESSION']",gov
MUSLIM BHATIYARA,['MUSLIM BHATIYARA'],gov
MUSLIM BISWAS,['MUSLIM BISWAS'],gov
MUSLIM CHUTOR MISTRI,['MUSLIM CHUTOR MISTRI'],gov
MUSLIM DAFADAR,['MUSLIM DAFADAR'],gov
MUSLIM DARJI,"['OSTAGAR', 'MUSLIM DARJI', 'SIDDIQUI', 'MUSLIMDARJI', 'IDRISHI']",gov
MUSLIM DHOBI,"['SULEMANI', 'MIYAN', 'MUSLIMDHOBI', 'ALI', 'ANSARI', 'DHUNIYA', 'KASSAR', 'SHEIKH', 'KHAN', 'DUBEY', 'SIDDIQUI', 'SHARMA', 'THAKUR', 'MANSURI', 'IDRISHI', 'DHAMA', 'BAKSH']",gov
MUSLIM GUJAR,"['HASHMI', 'MUSLIMGUJAR']",gov
MUSLIM HALDAR,['MUSLIM HALDAR'],gov
MUSLIM HALWAI,"['MUSLIMHALWAI', 'ALI']",gov
MUSLIM JAMADAR,['MUSLIM JAMADAR'],gov
MUSLIM KALANDAR,['MUSLIM KALANDAR'],gov
MUSLIM KAYASTHA,['MUSLIM KAYASTHA'],gov
MUSLIM LASKAR,['MUSLIM LASKAR'],gov
MUSLIM LOHAR,"['MUSLIMLOHAR', 'ALI']",gov
MUSLIM MADARI,"['MUSLIM MADARI', 'JADOOGAR', 'SAAPWALE', 'GAARUDI']",gov
MUSLIM MALI,['MUSLIM MALI'],gov
MUSLIM MANYAR,"['MUSLIM MANYAR', 'MANIYAAR', 'MANERI']",gov
MUSLIM MOLLA,['MUSLIM MOLLA'],gov
MUSLIM NAI,"['SULEMANI', 'BALWAR', 'TURKATA', 'MUSLIMNAI']",gov
MUSLIM NEHARIYA,['MUSLIM NEHARIYA'],gov
MUSLIM PENCHI,['MUSLIM PENCHI'],gov
MUSLIM PIYADA,['MUSLIM PIYADA'],gov
MUSLIM RAJMISTRI,['MUSLIM RAJMISTRI'],gov
MUSLIM RAJPUT,"['GOND', 'SULEMANI', 'ANSARI', 'QURESHI', 'GADDI', 'KHAN', 'IRAQI', 'MUSLIMRAJPUT', 'FAKIR', 'SIDDIQUI', 'PATHAN', 'SHEIKH', 'SAIYED']",gov
MUSLIM SALMANI,"['SULEMANI', 'MUSLIMSALMANI']",gov
MUSLIM SANPUI,"['MUSLIM SANPUI', 'SAPUI']",gov
MUSLIM SARDAR,['MUSLIM SARDAR'],gov
MUSLIM TELI,"['MUSLIMTELI', 'KHAN', 'DERWAL', 'SIDDIQUI', 'PRAJAPATI', 'MALIK', 'ALI']",gov
MUTHIRAYAR,"['MUTTIRIYAR', 'MUTHURACHA', 'MUTHIRIAR', 'MUTHARAIYAR', 'MUTHIRIYAR', 'MUTHIRAYAR', 'AMBALAM', 'MUTHURAJA', 'SANGUNTHAN']",gov
MUTHRASI,"['PALA', 'PALFAGUN', 'MAGURUPUVATI', 'ACHHNTALA', 'MOGILI', 'PADGAWADU', 'MUTHRASI', 'KANAGA']",mf
MUTHUNARAYANA,['MUTHUNARAYANA'],mf
MUTHUVAN,"['MUDUVAN', 'MUTHUVAN', 'MUDUGAR']",gov
MUTLAKAMPATTI,['MUTLAKAMPATTI'],gov
NADAR,"['KAMRAJ', 'SACUAR', 'SAANAN', 'SENAR', 'MARAMA', 'NAYAKKAR', 'GRAMANI', 'PALLAR', 'SHANAR', 'MARAMERINADAR', 'R.C.NADAR', 'HINDU', 'INCLUDING CHRISTIAN NADAR', 'NADAR', 'ASARI', 'MARAMERI', 'TENNAI', 'CHRISTIAN GRAMANI', 'MARAVAR', 'CHRISTIAN SHANAR', 'HINDUNADAR', 'SUNDAR', 'VAGAI', 'SANAR', 'CHANAR', 'PANANARAYANARAYER', 'LATTUAN', 'MARAMERINAIKAR', 'MARAMYNAR']",mf_shadi_jeevansathi
NADAVAR,['NADAVAR'],mf
NADDAF,"['DHUNIA', 'MANSOORI', 'KADERE', 'PINJARA', 'KANDERE', 'BEHNA', 'NADDAF']",gov
NADIA,"['HADI', 'NADIA']",gov
NADORA,"['TORKE NADOR', 'UPA NADAVUAR', 'NADAVAR', 'NADORA', 'NADOR', 'NADAVA', 'UPPUNADOR UPANADOR']",gov
NAGA,['NAGA'],gov
NAGAR,['NAGAR'],shadi
NAGARALU,['NAGARALU'],jeevansathi
NAGARAM,"['NAGARATHAR', 'NAGARAM']",gov
NAGARCHI,"['SATNAMI', 'SONWALI', 'NAGARCHI']",mf
NAGASIA,['NAGASIA'],gov
NAGAVADDILU,['NAGAVADDILU'],gov
NAGAVASAM,['NAGAVASAM'],gov
NAGBANSI,['NAGBANSI'],gov
NAGESIA,"['NAGASIA', 'NAGESIA']",gov
NAGVAMSHAM,['NAGVAMSHAM'],mf
NAHAR,['NAHAR'],gov
NAI,"['KHAWASI', 'PHUMAN', 'PANGHAL', 'BARI', 'BEHADIYR', 'SAINBAKHT', 'SAINI', 'BEN', 'SALMANI', 'SRI', 'DUTTA', 'DIWAKAR', 'DHANKAR', 'NAIYA', 'CHANDRAWAL', 'GANGOTIYA', 'SEN', 'VERMA', 'SRIWAS', 'DHANKA', 'KELE', 'SIDHU', 'HAJJAM', 'YADAV', 'NAVI', 'PUNDIR', 'SAIN', 'BAID NAI', 'HARDWARIYA', 'BRAHAI', 'BALI', 'MHALI', 'NAVHI', 'RAJAURIYA', 'SHARMA', 'DHAMA', 'RATHORE', 'KALRI', 'PAGADE', 'SEMAR', 'THAKUR', 'NAI', 'MAHAJAN']",mf_shadi_jeevansathi
NAICKER,"['KAVADI', 'THOTTI', 'KANNAR', 'NAICKER', 'NAIKKAN']",mf_jeevansathi
NAIDU,"['KANVARA', 'MUTHIRIYAR', 'KEVARA', 'PALLAR', 'PATTARAJU', 'CHETTYNAIDU', 'RAVARA', 'CHERUAI', 'NAIDU', 'SANARNAIDU', 'VALAYAR', 'YAGILI', 'KAMALAR', 'VADUGAN', 'JANGAM', 'MRAAMARS', 'KAVARA', 'SANAR', 'PALGINAIDU', 'GAVAR']",mf_shadi_jeevansathi
NAIK,"['VELUTHEDU', 'THERI', 'PILLAI', 'NAMDARI', 'VILAKITHALA', 'NAIK', 'IDIGA']",mf
NAIKAR,"['NAYAKKAR', 'KAMALAR', 'PALLAR', 'VAGAI', 'KRISHNANVAGAI', 'KAVARA', 'NAIKAR', 'KADU', 'SANAR', 'KAMBALATHU', 'MARAMERI', 'NAIKKAR', 'MARAMERINAIKAR', 'KURAVAR', 'NAIDU', 'PADAIYACHI']",mf
NAIKDA,"['KAPADIA NAYAKA', 'CHOLIVALA NAYAKA', 'VALMIKI', 'NAYAKA', 'MOTA NAYAKA', 'BEDA', 'NAIKDA', 'NAIK', 'NAYAK', 'NANA NAYAKA', 'BEDAR']",gov
NAINAR,"['NAINAR', 'NAINERA']",gov
NAIR,"['PILLAI', 'THIYA', 'CHETTIAR', 'KURUP', 'VELUTHODATHU NAIR', 'VILAKIKRISHNAN', 'PICARI', 'BRAHMAN', 'BHATTATHI', 'PATTAR', 'NAMBIYAR', 'CHETTI', 'PANICKAR', 'VLLAKIAM', 'DEVARA', 'R.C.NADAR', 'NAMBUTHIRI', 'KARTHA', 'NADAR', 'VILAKIT', 'VELUTHEDATHU NAIR', 'VALAKATHALA', 'SYRIAN', 'GUPTHAN', 'POTHUWAL', 'SUNNI', 'VADIAR', 'MARAR', 'NAIR', 'VILAKITHALA', 'MENON', 'PENTACOSTAL', 'ROMAN CATHOLIC', 'IYYANGA R', 'VARIAR']",mf_shadi_jeevansathi
NAIRY,"['NAIRY', 'NAIRI']",gov
NAIYA,['NAIYA'],gov
NAKKAL,['NAKKAL'],gov
NALAKEYAVA,['NALAKEYAVA'],gov
NALBAND,"['SAIS', 'NALBAND']",gov
NALKADAYA,['NALKADAYA'],gov
NALKI,['NALKI'],gov
NAMASUDRA,['NAMASUDRA'],mf_jeevansathi
NAMBUDHIRI,"['NAMBER DAR', 'NAMBUDHIRI', 'NAMKAR']",mf
NAMDARI,"['NAMDHARI PAIK', 'NAMDARI', 'NAIK', 'NAMDHARI']",mf
NAMDEV,"['MAHRATTA', 'NAMDEV', 'NAMDEV MARATHA']",mf
NAMSHUDRA,['NAMSHUDRA'],gov
NANDIWALA,"['NANDIWALA', 'NANDIWALE TIRMAL']",gov
NANGUDI VELLALAR,['NANGUDI VELLALAR'],gov
NANJIL MUDALI,['NANJIL MUDALI'],gov
NAPIT,"['PASCHIMRARHI', 'SHIL', 'BARENDRA', 'NAPIT', 'PARAMANIK']",mf_jeevansathi
NAQASHI,"['NAQQASHI', 'NAQASHI']",gov
NAQQAL,['NAQQAL'],gov
NAR,['NAR'],gov
NARIBUT,['NARIBUT'],gov
NARIKORAVAR,"['NARIKORAVAR', 'NARIKURAVAR']",gov
NASHYA-SEKH,['NASHYA-SEKH'],gov
NAT,"['NUT', 'NATADA', 'BAJANIA', 'SAPERA', 'NAT-BAJANIA', 'KALBELIA', 'NAVDIGAR', 'NAT', 'BAJIGAR', 'NATUVA', 'BADI', 'KUBUTAR']",mf
NATH,"['SWAMI', 'JOGI', 'YOGI', 'NATHYOGI', 'NATH', 'KOKKAR']",mf
NATHA PANTHI,"['NATHA PANTHI', 'DAURIGOSAYI']",gov
NATHJOGI,['NATHJOGI'],mf
NATIAR,['NATIAR'],mf
NAVI,"['KANSHI', 'NAI', 'NAVI', 'NHAVI', 'VALAND', 'NABHIK', 'HAJAM', 'KALSERU', 'NAVLIGA', 'HADAPAD']",mf
NAVITHAR,"['BARBAR', 'NAVITHAR']",mf
NAYADI,['NAYADI'],gov
NAYAK,"['NAYADA', 'BHAVANA', 'RATHOD', 'CHAMAR', 'NAYATA', 'SAHAR', 'KASHYAP', 'NAYAK']",mf
NAYAKA,"['NAYAKS', 'VALMIKI', 'NAMDARI', 'NAYAK', 'NAYAKA', 'TALWAR', 'NAIDU']",mf_shadi
NAYANAKBHIRYA,"['NAYANAKBHIRYA', 'BHANDARI']",mf
NAYANAKSHATHRIYYAN,"['NAYANAKSHATHRIYYAN', 'NAVEDA']",mf
NAYANKSHATRIYA,"['BARBA R', 'NAYANKSHATRIYA']",mf
NAYATA,"['NAYADA', 'NAYATA']",gov
NAYI-BRAHMIN,"['NAYBRAHMANULU', 'NAYI-BRAHMIN', 'MANGALA', 'BHAJANTRI', 'NAYEE-BRAHMIN', 'BAJANTRI']",gov
NAYINDA,"['KSHOWRIKA', 'KSHOWRAD', 'BHAJANTHRI', 'NAYINDA', 'MAHALE', 'NAVALIGARA', 'LINGAYAT BAJANTRI', 'MELAGARA', 'BANDARI', 'SAVITHA', 'NHAVI', 'KSHAURIKA', 'AMBATTAN', 'LINGAYAT NAYINDA', 'VAJANTRI', 'LINGAYAT BHANDARI', 'NAVALIG', 'KELASI', 'HAJJAM', 'NAVI', 'CHOURIYA', 'KSHOWRIK', 'PARIYALA', 'BAJANTHRI', 'HAJAMA', 'LINGAYAT HADAPADA', 'HADAPADA', 'BHANDARI', 'NADIGA', 'MANGALA', 'NAPITHA', 'NAYANAJA KSHATRIYA', 'NAYANAJA KSHATRI']",gov
NAYNAKISHTHRAJA,"['NAYNAKISHTHRAJA', 'HAJAMA']",mf
NEELAKANTHI,['NEELAKANTHI'],gov
NEELI,['NEELI'],gov
NEELKANTI,['NEELKANTI'],gov
NEKAR JADA,['NEKAR JADA'],gov
NEMBANG,['NEMBANG'],gov
NERIAN,['NERIAN'],gov
NESE,"['NESSI', 'NESE', 'NAIKA', 'PALLA', 'KURNI', 'CHEEMALA', 'SAYED']",mf
NESSI,"['NESSI', 'KURNI']",jeevansathi
NETHURA,['NETHURA'],gov
NEYGI,"['THOGATAGERA', 'THOGATARU', 'LINGAYAT KURUSHINASHETTY', 'JHAMKHANA', 'LINGAYAT BILIMAGGA', 'KURNI', 'LINGAYAT NEYGI', 'SALE', 'NEIKAR', 'PADMA SALI', 'THOGATIGA', 'JANDRA', 'PADMA SHALI', 'AYIRI', 'THOGATA', 'JADAR LINGAYAT JADARU SAKULASALE', 'PATTASALE', 'KAIKOLAN', 'THOGATAVEERA KSHATRIYA', 'SENGUNDHAR', 'NEKAR', 'THOGATAVEERA', 'KURUSHINASETTY', 'AVIR', 'SONIGA', 'SAALE', 'NEYGI', 'PATTASALI', 'THOGAJA PUSHPANJALI', 'BILIMAGGA', 'PADMASALE']",gov
NHAVI,"['NAI', 'NHAVI', 'ZADE', 'MAHALO', 'NABHIK', 'NAPIT', 'BARBER']",mf_jeevansathi
NICOBARESE,['NICOBARESE'],gov
NIHAR,"['RADHI', 'NIHAR', 'CHUDAKUTAKEUTA']",mf
NIKARI,['NIKARI'],gov
NILGAR,"['NEELI', 'NIRHALI', 'GAMETIA', 'NILGAR', 'NIRALI', 'NILI', 'JATAV']",mf
NIRSHIKARI,['NIRSHIKARI'],gov
NISHAD,"['KEVAD', 'NISHAD', 'BIND', 'MACHI']",mf
NIYARGAR,"['NIYARGAR-MULTANI NIYARIA', 'NIYARIA', 'NIYARGAR-MULTANI', 'NIYARGAR']",gov
NIZAMA,['NIZAMA'],gov
NOKKAR,"['NOKKAN', 'NOKKAR']",gov
NOLIA,['NOLIA'],gov
NOMOSUDRA,"['NOMOSUDRA', 'NAMASUDRA']",mf
NONIA,"['NONIA', 'LONIA', 'NUNIA', 'LUNIYA', 'NUNIYA']",jeevansathi
NOONGAR,['NOONGAR'],gov
NUBER,"['KURAMO', 'NUBER']",mf
NUHURA,"['NUHURAJ', 'NUHURA']",gov
NUNIYA,"['NONIA', 'NUNIA', 'NUNIYA', 'BHOJPURIYA']",mf
NUT,['NUT'],gov
NYARIA,['NYARIA'],gov
OCHRA BRAHMIN,['OCHRA BRAHMIN'],mf
OD,['OD'],mf
ODAN,['ODAN'],jeevansathi
ODAR,"['ODAR', 'ODDAR']",gov
ODD,['ODD'],gov
ODDE,"['VADDERA', 'WADDERA', 'BOYA', 'BOYAN', 'ODDE']",mf
ODEVAR,['ODEVAR'],gov
ODIYA,['ODIYA'],gov
OJULU,"['KAMASALIE', 'METTA', 'OJULU']",gov
OMANATYA,['OMANATYA'],gov
OMEYITA,['OMEYITA'],gov
ONGES,['ONGES'],gov
ORAON,"['DHANKA', 'ORAM', 'ORIYAMUNDA', 'DHANGAD', 'BIRJIYA', 'ORAON', 'ORAONMUNDA']",mf_jeevansathi
ORTHODOX,"['JACOBITE', 'ROMAN CATHOLIC', 'SYRIAN', 'ORTHODOX']",mf_shadi
OSTHAN,['OSTHAN'],gov
OTARI,"['VATARI', 'VOTANKAR', 'OTANKAR', 'OJHARI', 'VATKARI', 'VATOKAAR', 'OTARI', 'VATOKAR', 'OTKARI', 'OTKAR', 'OTOKAR', 'VATKAR']",jeevansathi
OTTAR,['OTTAR'],gov
OVACHAR,['OVACHAR'],gov
PADARIA,"['PADHAR', 'PAMARIA', 'PADARIA', 'PANDARA', 'PADHARIA']",gov
PADIAR,['PADIAR'],gov
PADIT,['PADIT'],gov
PADMASALI,"['SALIAN', 'PADMASALIAR', 'SALIARS', 'PADMASHALI-PATTUSHALI', 'PATTU SALIAR', 'PADMASALI', 'SALIAR']",mf
PADMASALIYAR,"['ADHAVIYAR', 'SALIYAR', 'PATTARIYA', 'PADMASALIYAR', 'PATHUSALIYAR']",gov
PAGADAI,['PAGADAI'],gov
PAGANI,"['GOLLA', 'PAGANI']",mf
PAGUI,"['PAGUI', 'GABIT']",gov
PAHADI,"['PAHADI', 'PAHAD']",gov
PAHADIA MUSLIM,['PAHADIA MUSLIM'],gov
PAHIRA,['PAHIRA'],gov
PAIDI,['PAIDI'],gov
PAIGARAPU,['PAIGARAPU'],gov
PAIKO,['PAIKO'],gov
PAINDA,['PAINDA'],gov
PAITE,['PAITE'],gov
PAKHALI,['PAKHALI'],gov
PAKHIWARA,['PAKHIWARA'],gov
PAKY,"['PAKY', 'THOTI', 'MOTI']",gov
PAL,"['GADERIA', 'PAL']",jeevansathi
PAL PARDHI,['PAL PARDHI'],gov
PALA-EKARI,"['PALA-EKARI', 'PALAEIKRI', 'SHAIK']",gov
PALASI,['PALASI'],gov
PALAYA,"['MANNON', 'PALAYA', 'HARIJAN', 'PATHIYAN']",mf
PALE,['PALE'],gov
PALEGARA,"['PALEGARA', 'NAJAK']",mf
PALLAN,['PALLAN'],gov
PALLE,"['AGNI', 'PALLE']",mf
PALLI,['PALLI'],gov
PALLIYAN,"['PALLIYAR', 'PALIYA', 'PALLIYAN', 'PALLUVAN', 'PALIYAN', 'PALLEYAN']",gov
PAMARIA,['PAMARIA'],gov
PAMBADA,['PAMBADA'],gov
PAMIDI,['PAMIDI'],gov
PAMLOR,['PAMLOR'],gov
PAMULA,"['PAMULU', 'PAMULA']",gov
PAN,"['PANR', 'SAWASI', 'PAN']",gov
PANA,"['DESUA PANA', 'PANA', 'PAN', 'PANO', 'BETRA', 'ORIYAPANA', 'BUNA PANA']",mf
PANABA,['PANABA'],gov
PANAN,"['PANAR', 'PANAN', 'PAANAN']",jeevansathi
PANASA,"['PANSA', 'PANASA']",gov
PANCHAL,"['SUTAR', 'CHATURTH', 'PANCAL', 'PANCHAL', 'PANCHAMSALI']",mf_jeevansathi
PANCHAMA,"['PANCHAMA', 'PARIAH']",gov
PANDARA,"['ANDI', 'PANDAR', 'PANDARAM', 'PINDARI', 'KONGU VELLALA', 'PENDARI', 'PENDARA', 'PANDARA']",gov
PANDI,['PANDI'],gov
PANDITHAR,"['PANDITHAR', 'BARBAR', 'MARUTHAVARI', 'NAVIDAR']",mf
PANDYA,['PANDYA'],mf
PANGAL,['PANGAL'],gov
PANGARAM,['PANGARAM'],mf
PANGUL,['PANGUL'],gov
PANGWALA,['PANGWALA'],gov
PANICKAR,['PANICKAR'],mf
PANIKA,"['PANKA', 'PANIKA']",gov
PANIYAN,"['PANIYA', 'PANIYAN', 'PANNIYAR']",mf
PANJIRA,['PANJIRA'],gov
PANKA,['PANKA'],gov
PANKI,"['PAINAK', 'PANKI']",gov
PANNAYAR,['PANNAYAR'],gov
PANNEKARA-KONKANI,['PANNEKARA-KONKANI'],gov
PANNIANDI,['PANNIANDI'],gov
PANNIRANDAM CHETTIAR,"['UTHAMA CHETTIAR', 'PANNIRANDAM CHETTIAR']",gov
PANTANTI,['PANTANTI'],gov
PAO,['PAO'],gov
PAP,['PAP'],gov
PARA VANNAN,['PARA VANNAN'],mf
PARADHI,['PARADHI'],gov
PARAIYAN,"['SAMBAVA', 'PARAYAR', 'PARAYAN', 'PARAIYA', 'SAMBAVAR', 'SAMBAVAN', 'PARAIYAN', 'PARAYA']",gov
PARAMANIK,"['PARAMANIK', 'NAPIT']",mf
PARAVAN,"['PARAVAR', 'PARAVAN', 'HARIJAN']",mf
PARAYAN,"['BARBAR', 'SAMBAVAR', 'PARAYAN']",mf
PARDESI,"['CHATRI', 'PARDESI']",mf
PARDHAN,"['PARDHAN', 'PATHARI SAROTI', 'PATHARI', 'SAROTI']",gov
PARDHI,"['DHRUV', 'PALI', 'BAHELIA', 'LANGOLI PARDHI', 'TAKONKAR', 'BAHELLIA', 'CHITA PARDHI', 'PARDI', 'TAKANKAR', 'ADVICHINCHER', 'PARDHI', 'SHIKARI', 'PHANS PARDHI', 'TAKIA', 'KATGHORA', 'PHANSE PARDHI']",mf
PAREET,['PAREET'],gov
PARENGA,['PARENGA'],gov
PARHAIYA,['PARHAIYA'],gov
PARIKI MUGGULA,['PARIKI MUGGULA'],gov
PARIT,['PARIT'],mf
PARJA,['PARJA'],gov
PARJIYAT,['PARJIYAT'],mf
PARKAVAKULAM,"['PARKAVAKULA PILLAI', 'PARKAVAKULAM', 'PARKAVAKULA MOOPANAR', 'PARKAVAKULA UDAIYAR', 'NATHAMAN', 'SURUTHIMAN', 'UDAYAR', 'MALAYAMAN']",gov
PARMAR,"['PARMAR', 'CHAMAR', 'DARJI']",mf
PAROJA,['PAROJA'],gov
PARSI,['PARSI'],mf
PARYA,['PARYA'],gov
PASI,"['CHOUDHARY', 'SAROJ', 'MISTRY', 'PASWAN', 'PASI']",mf_shadi_jeevansathi
PASSI,['PASSI'],gov
PATARA,"['PATRA', 'ASWINI & ASHWINI PATARA', 'ASINI PATARA', 'GOUDIA PATARA', 'PATARA']",mf
PATEGAR,"['PATTEGAR', 'KSHATRIYA', 'PATVEKARI', 'SOMAVAMSHA', 'PATEGAR', 'SAHASRARJUNA']",gov
PATEL,"['LEUVA', 'PATEL', 'KARADIYA', 'KADAV', 'LEVA', 'KHODI']",mf_shadi_jeevansathi
PATELIA,['PATELIA'],gov
PATHAN,"['RAIGAR', 'LEELGA R', 'PAWAR', 'BHATI', 'MIRZA', 'SOLANKI', 'BHAGE', 'KHAN', 'RAVANA', 'PATHAN', 'MEWAD', 'GOYAL', 'PANWAR', 'JATAV', 'MEENA']",mf
PATHAR CHERA,"['SANGTARASH', 'PATHAR CHERA']",gov
PATHURIA,['PATHURIA'],gov
PATIAL,"['PATRATANTI', 'PATUA', 'PATIAL', 'PATIKAR']",gov
PATIDAR,['PATIDAR'],mf
PATIL,"['LEVA', 'KARADIYA', 'KADVA', 'PATIL']",mf
PATKA,"['PATKA', 'PATWA', 'PATKI']",gov
PATKAR,"['PATTEGAR', 'SOMWANSHIY SAHASRARJUN KSHATRIYA', 'PATEWEGAR', 'PATWOKARI', 'PATEGAR', 'KSHTRIYA PATKAR', 'PATKAR', 'PATWI']",mf
PATNI,"['TELI', 'PATNI']",mf
PATRA,['PATRA'],jeevansathi
PATRADAVARU,"['PATRADAVERU', 'PATRADAVARU']",gov
PATRAMELA,['PATRAMELA'],gov
PATRATANTI,['PATRATANTI'],gov
PATTARIYA,['PATTARIYA'],gov
PATTHAR,"['PATTHAR', 'ASARI']",mf
PATWA,"['PATHAR', 'PODDHAR', 'PATHAR TATWA', 'TATWA', 'PATKA', 'PATKAR', 'PATUA', 'PATWA']",mf
PAWAR,"['CHATRI', 'PAWAR']",mf
PAWI,['PAWI'],gov
PEMDI,['PEMDI'],gov
PENDHARI,['PENDHARI'],gov
PENGUA,['PENGUA'],gov
PENTACOSTAL,"['CPM', 'PENTACOSTAL', 'ROMAN CATHOLIC', 'SYRIAN', 'LATIN CATHOLIC']",mf
PENTIA,['PENTIA'],gov
PERIKA,"['PERIKE', 'PERKI', 'PERKEWAD', 'PERIKA']",jeevansathi
PERKUNNA,['PERKUNNA'],mf
PERNA,['PERNA'],gov
PERUMKOLLAR,['PERUMKOLLAR'],gov
PETTI,['PETTI'],mf
PHANKA,['PHANKA'],mf
PHASECHARI,['PHASECHARI'],gov
PHERERA,"['PHERERA', 'PHRERA']",gov
PHUDGI,['PHUDGI'],gov
PHULARI,['PHULARI'],gov
PICHATI,['PICHATI'],gov
PICHGUNTALA,"['PICHGUNTALA', 'PICHUGUNTALA', 'PICHIGUNTA']",gov
PILLAI,"['PILLAI', 'SAIVA', 'ECTAR', 'SOLIYA', 'THEVA', 'SOLEYAVELLALOR', 'KARKALA', 'THOLUVA', 'VEERAKODAI', 'VERAGUDIVELLALAR', 'KODIKA', 'SOLIAR', 'KURAMO', 'KAGATHA', 'PANIKKAR', 'ASARI', 'THULLAM', 'VEERAGUL', 'VELLALAR', 'VEERAVELLAR', 'THOLUVAVELLALAR', 'NAIR']",mf_shadi_jeevansathi
PILLAMER,"['ILATHU', 'PILLAMER']",mf
PINGANIYA,['PINGANIYA'],gov
PINGARI,"['PINGARI', 'YADAV', 'GOLLA']",mf
PINIYAR,['PINIYAR'],mf
PINJA,"['PINJA', 'PENJA', 'NADAF', 'PANJA', 'PEMJA', 'NADAAF', 'PINJA PENJA']",gov
